jid,formula,band_gap,formation_energy,bulk_modulus,shear_modulus,eps_avg,formula_clean,E_ads_Li2S2,E_ads_Li2S4,E_ads_Li2S6,E_ads_Li2S8,E_ads_S8,E_ads_avg
JVASP-136888,KP,0.0,0.29132,22.4,6.64,0.6370333333333333,,,,,,,
JVASP-136324,ClOF,0.458,-0.0662,7.86,5.17,2.9172666666666665,,,,,,,
JVASP-133930,BaMgO2,1.996,-2.4416,76.29,31.89,4.521999999999999,,,,,,,
JVASP-134732,TlGaF3,0.0,-2.10064,66.17,26.26,3.9342,,,,,,,
JVASP-139582,Na2I,0.0,-0.62878,7.53,1.82,3.7475,,,,,,,
JVASP-139304,Li2Br,0.0,-0.94839,19.93,12.16,3.3998666666666666,,,,,,,
JVASP-135557,NaS,0.0,-0.51593,29.22,0.0,4.247333333333334,,,,,,,
JVASP-139041,RbMgH,0.0,0.53321,8.68,0.0,21.998500000000003,,,,,,,
JVASP-137962,BaInO2,0.0,-1.91731,72.39,26.39,5.331033333333333,,,,,,,
JVASP-138222,CaBiO2,0.0,-1.87678,107.72,26.39,6.207466666666666,,,,,,,
JVASP-138779,BeAlO,0.683,0.12145,0.0,0.0,2.5040666666666667,,,,,,,
JVASP-136890,KP,0.0,0.53991,26.32,7.25,2.3562666666666665,,,,,,,
JVASP-134145,NaAgF4,1.181,-1.78643,40.43,18.32,3.7967,,,,,,,
JVASP-133931,Ba2NbO3,0.0,-2.54312,109.34,0.0,7.235399999999999,,,,,,,
JVASP-139584,NaI,3.601,-1.367,17.97,9.62,3.7612,,,,,,,
JVASP-139305,LiBr2,0.0,-0.93414,19.02,9.69,2.5536,,,,,,,
JVASP-135558,Na2S,0.631,-0.5674,4.21,2.17,2.8030666666666666,,,,,,,
JVASP-139042,RbMgH2,0.0,-0.0122,22.9,13.12,6.195633333333333,,,,,,,
JVASP-136892,KP,0.0,-0.12047,20.58,16.73,13.775799999999998,,,,,,,
JVASP-135794,BaAu,0.0,-0.72335,29.62,10.81,12.269,,,,,,,
JVASP-137128,CaBeAs,0.0,0.58369,31.44,3.49,41.84973333333333,,,,,,,
JVASP-134999,NaHPt,0.0,0.43188,46.16,13.63,24.149033333333335,,,,,,,
JVASP-137964,BaInO,0.0,-0.3357,31.8,0.0,11.7451,,,,,,,
JVASP-133932,BaNbO3,0.0,-3.0403,174.63,95.6,0.0481,,,,,,,
JVASP-135796,BaAu2,0.0,-0.83786,55.18,19.05,17.27776666666667,,,,,,,
JVASP-134435,Cd2Cl,0.0,-0.28973,22.9,5.3,10.826666666666668,,,,,,,
JVASP-139588,NaSbO2,0.656,-1.51753,72.97,33.5,9.9024,,,,,,,
JVASP-139046,MgRuH3,0.0,-0.16403,130.63,54.5,13.600500000000002,,,,,,,
JVASP-133565,Li2MnO2F,0.03,-2.29956,114.51,59.57,87.40509999999999,,,,,,,
JVASP-139307,Li2Br,0.0,-0.70802,16.72,6.61,3.359833333333333,,,,,,,
JVASP-136894,KP,0.0,-0.05498,37.52,28.81,5.980433333333334,,,,,,,
JVASP-136328,PClF,0.0,-0.33069,83.07,4.24,10.242766666666666,,,,,,,
JVASP-135302,C,0.0,3.28457,261.53,106.04,22.4525,,,,,,,
JVASP-137965,AlO,0.0,-1.89124,115.42,37.87,4.297433333333333,,,,,,,
JVASP-134150,TaBeTc,0.0,1.03803,141.71,17.17,74.80283333333334,,,,,,,
JVASP-138477,CaPtO,0.0,1.44347,0.0,0.0,4.4215333333333335,,,,,,,
JVASP-139589,NaSbO,0.0,0.71628,0.37,0.0,3.1090666666666666,,,,,,,
JVASP-137133,BeSiAs,0.0,0.56536,73.74,23.35,35.927366666666664,,,,,,,
JVASP-138784,AlBiCl,0.0,-0.22725,24.06,14.89,19.186166666666665,,,,,,,
JVASP-135561,NaS2,0.0,-0.45506,26.13,8.42,3.3559,,,,,,,
JVASP-141965,Rb2LaNb2ClO7,1.361,-2.82791,40.83,19.88,4.439566666666667,,,,,,,
JVASP-136329,PClF,0.0,-0.80501,35.78,11.23,12.3825,,,,,,,
JVASP-139308,Li3Br,0.0,-0.70862,14.03,0.0,19.012866666666667,,,,,,,
JVASP-135802,BaBiSe2,0.0,-1.072,51.26,23.33,20.57336666666667,,,,,,,
JVASP-133934,BaNbO2,0.0,-2.41312,135.51,76.39,5.654833333333333,,,,,,,
JVASP-103553,RbF2,1.348,-1.92667,19.89,10.53,8.459933333333334,,,,,,,
JVASP-135004,NaHS,2.268,-0.53555,11.28,4.31,2.7404333333333333,,,,,,,
JVASP-133566,Li2VOF3,0.124,-2.88702,60.53,39.72,49.61443333333333,,,,,,,
JVASP-136051,BiSeO2,0.0,-0.37226,80.02,20.35,18.9807,,,,,,,
JVASP-135804,BaSiBi,0.0,0.07284,13.78,0.0,23.502399999999998,,,,,,,
JVASP-141966,Nd2Pd2O5,1.205,-2.33368,149.57,61.34,8.001266666666666,,,,,,,
JVASP-137135,NbAsCl2,0.0,-0.30409,61.48,14.63,5.708066666666667,,,,,,,
JVASP-138481,AgSN,0.521,2.35458,0.0,0.0,3.380933333333333,,,,,,,
JVASP-134742,RbGeF2,0.0,-1.84789,31.6,7.22,5.1265,,,,,,,
JVASP-139310,Li3Br,0.0,-0.7094,15.76,5.07,17.8203,,,,,,,
JVASP-133936,BaNbSe,0.0,0.6232,32.09,8.67,15.027233333333333,,,,,,,
JVASP-141968,NaBiMo2O8,2.64,-2.09072,77.69,35.39,5.9927,,,,,,,
JVASP-137136,AsClO,0.005,-0.44219,96.66,30.91,12.9302,,,,,,,
JVASP-138484,AgTeN,0.0,1.21953,35.97,16.46,19.183,,,,,,,
JVASP-134153,BeTl,0.0,0.89946,40.2,12.68,10.772133333333334,,,,,,,
JVASP-138788,AlBiO,0.0,-0.60367,26.61,11.27,8.398366666666666,,,,,,,
JVASP-134439,CdCl3,0.0,-0.6299,19.83,10.18,3.310366666666667,,,,,,,
JVASP-135563,Na2S,2.506,-1.22259,28.39,0.0,3.8630999999999998,,,,,,,
JVASP-136333,PbClF2,0.0,-1.40206,57.47,18.84,5.013566666666667,,,,,,,
JVASP-139311,Li3Br,0.0,-0.68184,22.49,0.0,14.7436,,,,,,,
JVASP-139050,MgH2S2,3.34,-0.57166,53.36,26.37,4.858366666666667,,,,,,,
JVASP-136898,K3P,0.951,-0.33697,18.13,2.24,7.123033333333335,,,,,,,
JVASP-136609,RbSnF,0.0,-0.71502,23.17,0.0,11.423366666666666,,,,,,,
JVASP-137137,AsClO,0.0,0.35816,77.24,17.85,11.5176,,,,,,,
JVASP-135310,Li3NbP2,0.0,-0.67752,82.66,65.87,38.661500000000004,,,,,,,
JVASP-136334,PbClF,3.745,-1.93938,56.51,21.51,4.943766666666666,,,,,,,
JVASP-133938,BaScO2,0.0,-3.0326,105.97,70.4,5.107966666666666,,,,,,,
JVASP-139052,MgH2S2,3.411,-0.6647,39.62,21.33,4.604033333333333,,,,,,,
JVASP-134744,TlGeF2,0.0,-1.45523,31.73,5.18,9.516499999999999,,,,,,,
JVASP-141972,K2RbTmV2O8,3.203,-2.79755,54.43,34.24,4.036133333333333,,,,,,,
JVASP-135311,LiSO,0.591,0.31129,0.37,0.0,2.1877333333333335,,,,,,,
JVASP-139313,LiC2,0.0,0.23538,125.53,73.14,3.2236999999999996,,,,,,,
JVASP-136335,RbClF,0.0,-1.28955,15.53,0.0,4.532666666666667,,,,,,,
JVASP-135570,NaS3,0.0,-0.48217,20.03,10.68,5.6079333333333325,,,,,,,
JVASP-138487,AgP,0.0,0.1071,57.83,0.0,14.101500000000001,,,,,,,
JVASP-136902,LiLaO,0.0,-1.65433,18.41,8.11,11.0526,,,,,,,
JVASP-136611,RbSnF3,3.774,-2.64789,25.81,11.09,3.0676,,,,,,,
JVASP-137140,AsClO,0.0,1.17886,0.0,0.0,2.6453333333333333,,,,,,,
JVASP-139053,MgHSe,0.0,0.0578,11.79,8.23,6.308400000000002,,,,,,,
JVASP-136055,SiBiO,0.0,1.04299,0.0,0.0,4.934533333333333,,,,,,,
JVASP-137973,BaLiSe,0.0,-0.13179,2.2,0.0,5.694399999999999,,,,,,,
JVASP-139597,NaSeO,0.0,-0.3884,17.92,1.05,4.3369,,,,,,,
JVASP-134442,CdInI,0.0,-0.03012,18.43,2.48,22.578333333333333,,,,,,,
JVASP-135313,LiSbO,0.0,-1.18107,32.91,13.99,5.209700000000001,,,,,,,
JVASP-134157,RbBiCl,0.0,-0.45523,22.79,2.25,9.9184,,,,,,,
JVASP-135013,NaHSe,0.0,-0.10931,37.82,0.0,20.910766666666664,,,,,,,
JVASP-139314,LiC,0.0,-0.01027,116.93,95.12,5.8299666666666665,,,,,,,
JVASP-135814,BaSiBr,0.52,-0.41588,2.85,1.71,4.9476,,,,,,,
JVASP-136612,RbSnF3,2.28,-2.59181,46.97,19.72,3.7037,,,,,,,
JVASP-138231,HfBiO3,0.0,-2.41583,178.1,72.78,17.1478,,,,,,,
JVASP-139598,NaSeO,0.0,-0.83793,32.94,10.75,4.033766666666666,,,,,,,
JVASP-137142,AsPCl,0.0,0.17339,54.0,24.96,21.092966666666666,,,,,,,
JVASP-136613,RbSnF2,0.0,-2.02904,27.58,5.79,6.12,,,,,,,
JVASP-139055,MgHSe2,0.0,-0.40757,41.3,20.0,5.161466666666667,,,,,,,
JVASP-133942,BaSiO3,1.175,-2.68894,187.47,152.62,4.9514,,,,,,,
JVASP-136057,SiBiO3,0.0,-1.58025,178.57,99.4,26.720299999999998,,,,,,,
JVASP-111485,TbCuPbS3,1.623,-1.21254,61.91,28.17,10.227300000000001,,,,,,,
JVASP-134445,Cd3SI,0.0,-0.05701,29.4,7.68,10.782766666666667,,,,,,,
JVASP-135816,BaSnBr,0.0,-0.29103,17.54,0.17,5.6022,,,,,,,
JVASP-134747,TlGeF3,3.084,-2.11153,19.42,7.39,3.751133333333333,,,,,,,
JVASP-139056,MgHSe,0.0,0.20425,22.36,0.0,8.599466666666666,,,,,,,
JVASP-135316,LiSbO3,0.0,-1.51193,169.2,110.82,3.2941,,,,,,,
JVASP-136614,RbSnF3,3.52,-2.64873,25.54,11.05,3.0668,,,,,,,
JVASP-133578,Li3MnCo2O6,0.0,-1.77122,148.47,78.92,22.16803333333333,,,,,,,
JVASP-136341,SbClF,0.0,-1.34584,43.66,18.21,4.1392999999999995,,,,,,,
JVASP-139600,NaSiO2,0.0,-1.69175,86.32,31.01,3.679266666666667,,,,,,,
JVASP-136906,LaP2,0.0,-0.20446,43.98,2.45,5.5890666666666675,,,,,,,
JVASP-135317,LiScO,0.0,-1.71372,36.41,23.31,7.341833333333334,,,,,,,
JVASP-135576,Na2Sb,0.0,-0.29125,21.13,13.02,6.356633333333334,,,,,,,
JVASP-137978,AlO,0.0,-1.78923,134.16,86.65,4.130533333333333,,,,,,,
JVASP-139057,Mg2HSe,0.0,-0.17419,50.38,1.21,18.564933333333332,,,,,,,
JVASP-134163,BiSCl,0.0,0.78889,0.0,0.0,6.064666666666667,,,,,,,
JVASP-138496,SrCa,0.0,0.3578,9.1,4.74,16.71943333333333,,,,,,,
JVASP-138235,HfBiO2,0.0,-2.0056,100.34,47.89,28.2372,,,,,,,
JVASP-136343,SbClF,0.0,-0.87372,21.39,7.95,12.2453,,,,,,,
JVASP-141984,Pr2Co5Ni5,0.0,-0.13036,140.68,54.85,341.5627666666667,,,,,,,
JVASP-136907,LaP,0.0,-1.71817,33.51,0.37,4.1973666666666665,,,,,,,
JVASP-137147,AsSCl,0.0,-0.1452,54.76,15.99,13.222299999999999,,,,,,,
JVASP-136059,SrBiO,0.0,-1.2028,51.44,22.83,6.560066666666667,,,,,,,
JVASP-139605,NaSiO2,0.0,-1.527,104.84,32.25,6.628133333333333,,,,,,,
JVASP-136617,RbTlF,0.0,-1.43064,13.43,3.22,3.2547666666666664,,,,,,,
JVASP-137979,Al2O,0.0,-1.12757,57.22,19.25,16.390833333333333,,,,,,,
JVASP-134164,BiSCl,1.558,-0.67218,31.62,13.13,10.188266666666665,,,,,,,
JVASP-135577,Na2Sb,0.0,-0.44738,16.02,0.0,7.626133333333333,,,,,,,
JVASP-135022,ZnHO,0.0,-0.58486,20.04,7.41,3.3382,,,,,,,
JVASP-134752,HNF,1.498,0.80168,5.26,3.15,1.7045333333333332,,,,,,,
JVASP-138800,CF,0.0,1.81583,107.89,12.25,7.3298,,,,,,,
JVASP-141985,NaNdF4,7.535,-3.87097,73.29,38.51,2.4704666666666664,,,,,,,
JVASP-136344,SbClF2,1.389,-1.24866,37.81,11.17,7.233866666666667,,,,,,,
JVASP-137148,AsSCl,0.087,1.16676,0.0,0.0,2.209233333333333,,,,,,,
JVASP-133947,BaSnO,0.0,-0.79071,16.67,6.82,7.060833333333334,,,,,,,
JVASP-136619,RbTlF,0.0,-1.16294,6.91,0.0,5.273866666666667,,,,,,,
JVASP-139606,NaSnO,0.0,-0.16773,46.36,0.0,11.583633333333333,,,,,,,
JVASP-139322,LiC2,0.0,0.49889,128.07,73.56,2.6490000000000005,,,,,,,
JVASP-139059,Mg2HSe,0.0,-0.14666,58.79,28.61,15.338533333333332,,,,,,,
JVASP-135578,Na3Sb,0.0,-0.135,16.7,4.78,29.544200000000004,,,,,,,
JVASP-136061,SrBiO,0.0,-0.65721,18.34,4.25,14.860666666666665,,,,,,,
JVASP-136345,SiClF,0.0,-0.65441,73.28,14.01,12.588366666666667,,,,,,,
JVASP-138801,AlBiO3,1.568,-2.27818,199.07,126.1,8.0127,,,,,,,
JVASP-136622,RbVF,0.0,-0.40249,6.66,5.55,11.7815,,,,,,,
JVASP-136909,Li2Cl,0.0,-0.74117,14.91,0.0,7.820566666666667,,,,,,,
JVASP-137982,BaNaP,0.0,-0.06103,17.18,7.41,10.424466666666666,,,,,,,
JVASP-134756,H4NF,6.698,-0.88182,54.43,26.66,2.5184,,,,,,,
JVASP-133585,LuCuW2O8,1.035,-2.44611,126.92,49.07,8.0867,,,,,,,
JVASP-138502,Cd2Br,0.0,-0.12555,19.56,4.37,7.8618,,,,,,,
JVASP-135822,BaTeBr2,0.0,-1.16196,19.72,4.85,2.8732333333333333,,,,,,,
JVASP-136063,TaBiO3,0.0,-1.92872,199.23,39.86,16.962266666666668,,,,,,,
JVASP-135321,LiScO,0.192,-1.59632,69.67,0.0,33.6735,,,,,,,
JVASP-136346,SiClF2,0.0,-1.26991,36.72,0.0,2.2935666666666665,,,,,,,
JVASP-134174,BiCl3,0.698,-0.44261,3.36,1.25,4.809233333333333,,,,,,,
JVASP-135026,ZrHO,0.0,-1.80155,153.24,77.09,2.3112,,,,,,,
JVASP-136910,Li2Cl,0.0,-0.9965,18.64,9.57,3.0084999999999997,,,,,,,
JVASP-138803,C3F,0.0,0.2718,180.88,108.27,12.522100000000002,,,,,,,
JVASP-139061,MgSiH,0.0,0.3585,35.94,19.55,20.085633333333334,,,,,,,
JVASP-138503,CdBr,0.0,-0.38797,24.96,0.0,4.982266666666667,,,,,,,
JVASP-137153,AsCl,0.0,0.3223,39.6,11.38,22.1892,,,,,,,
JVASP-135823,BaGeCl2,0.0,-1.1344,20.54,6.57,11.658266666666668,,,,,,,
JVASP-133586,ScZnMo3O8,0.0,-2.32367,0.33,0.2,13.422133333333333,,,,,,,
JVASP-135323,LiSeO,0.491,0.59087,0.0,0.0,3.1976333333333335,,,,,,,
JVASP-136347,SiClF,1.902,-1.14338,52.6,22.1,6.679466666666667,,,,,,,
JVASP-133955,BaTaO3,0.0,-3.14194,186.17,99.7,2.1231,,,,,,,
JVASP-135582,NaSb,0.0,-0.37844,26.69,4.11,19.626233333333335,,,,,,,
JVASP-134758,NaHF2,6.956,-2.27701,35.56,16.65,1.8214,,,,,,,
JVASP-138242,BiIO2,0.0,-0.41133,57.44,21.65,20.6347,,,,,,,
JVASP-139062,MgSiH,0.0,0.32113,31.93,3.06,9.571399999999999,,,,,,,
JVASP-138504,CdBr2,1.74,-0.65372,15.29,6.45,4.290666666666667,,,,,,,
JVASP-139611,NaSrO,0.0,-1.4078,13.88,7.19,3.6627000000000005,,,,,,,
JVASP-136912,Li2Cl,0.0,-1.14588,24.8,15.56,2.9853666666666663,,,,,,,
JVASP-135827,BaHCl,3.455,-1.73333,37.78,19.81,3.8333999999999997,,,,,,,
JVASP-138505,CdBr,0.0,-0.22695,20.91,1.57,4.507533333333333,,,,,,,
JVASP-139612,NaSrO,0.0,-0.71652,3.44,0.37,3.6870333333333334,,,,,,,
JVASP-134759,NaHF,0.0,-0.98574,8.92,4.13,2.684066666666667,,,,,,,
JVASP-138243,BiIO,1.483,-1.0892,42.8,23.74,8.524266666666668,,,,,,,
JVASP-138806,LiFeF,0.0,1.22661,0.0,0.0,3.0304333333333333,,,,,,,
JVASP-137158,As2Cl,0.0,0.13391,54.73,17.3,22.51236666666667,,,,,,,
JVASP-134177,BiCl3,1.714,-0.59966,30.8,7.32,6.105966666666667,,,,,,,
JVASP-139063,MgSiH,0.0,0.26151,107.71,11.29,22.85643333333333,,,,,,,
JVASP-136626,RbYF,0.0,-1.37511,10.8,4.32,15.447633333333334,,,,,,,
JVASP-134453,CdI,0.0,0.00777,15.22,0.05,4.821133333333333,,,,,,,
JVASP-136913,Li2Cl,0.0,-1.05883,15.38,5.81,2.8358000000000003,,,,,,,
JVASP-133216,Li2MnP2O8,1.021,-2.21771,80.2,50.48,26.726499999999998,,,,,,,
JVASP-135828,BaHCl3,0.0,-1.30258,46.33,18.38,8.288,,,,,,,
JVASP-135585,SrAlTe,0.0,0.21579,19.3,0.72,13.649833333333333,,,,,,,
JVASP-133957,BaTaO2,0.0,-1.79846,103.37,49.24,7.320933333333333,,,,,,,
JVASP-137988,AlO2,0.0,-1.69995,162.8,79.4,2.9478000000000004,,,,,,,
JVASP-136067,BiSe2,0.0,-0.16986,20.09,0.0,18.67533333333333,,,,,,,
JVASP-134760,NaHF,0.0,-0.85822,24.71,3.37,2.145166666666667,,,,,,,
JVASP-138807,LiFeF,0.0,-0.87708,80.36,22.39,13.883466666666669,,,,,,,
JVASP-137159,AsCl2,0.0,0.00074,56.39,0.0,13.8797,,,,,,,
JVASP-134178,BiCl2,0.0,-0.7809,19.77,7.68,4.688233333333333,,,,,,,
JVASP-136914,LiCl2,0.0,-1.19258,33.66,0.0,2.7338999999999998,,,,,,,
JVASP-135829,Ba2HCl,0.0,-0.8439,15.89,5.19,9.1941,,,,,,,
JVASP-134454,Cd2I,0.0,0.03373,16.13,7.28,6.851466666666667,,,,,,,
JVASP-136352,SnClF,2.765,-1.77094,54.44,22.49,5.6300333333333334,,,,,,,
JVASP-139614,NaSrO,0.0,-0.80598,31.41,0.0,6.468800000000001,,,,,,,
JVASP-137989,BaPO,0.0,-0.79275,28.37,16.88,5.4179,,,,,,,
JVASP-133958,BaTeO,0.004,-1.34044,27.82,7.69,5.632133333333333,,,,,,,
JVASP-134762,NaHF2,4.299,-2.03049,37.36,15.27,1.9294666666666667,,,,,,,
JVASP-134179,BiCl,0.0,-0.41216,38.59,17.55,13.181199999999999,,,,,,,
JVASP-135586,SrAlTe2,0.0,-0.94296,33.36,16.53,9.088833333333334,,,,,,,
JVASP-138509,CdBr3,0.0,-0.5315,27.2,10.64,4.601133333333333,,,,,,,
JVASP-138247,BiSI,0.4,-0.41501,39.24,0.0,13.850200000000001,,,,,,,
JVASP-136915,LiCl2,0.0,-1.05185,24.4,12.42,2.3682999999999996,,,,,,,
JVASP-136353,LiMnCl3,0.569,-1.26034,36.24,17.91,3.5020333333333333,,,,,,,
JVASP-139615,NaTaO,0.0,-0.70287,40.8,14.4,16.921766666666667,,,,,,,
JVASP-137163,AsCl5,1.179,-0.28629,2.17,0.26,2.5032333333333336,,,,,,,
JVASP-133218,FeOF,0.0,-1.72401,177.51,88.09,50.462799999999994,,,,,,,
JVASP-135328,LiSiO,0.133,0.81726,0.0,0.0,2.8697,,,,,,,
JVASP-134458,CdI,0.0,-0.1319,21.52,5.91,5.2483,,,,,,,
JVASP-138510,CdC,1.067,0.77059,56.36,26.05,9.353166666666667,,,,,,,
JVASP-136916,LiCl2,0.0,-1.07228,23.38,12.07,2.3576666666666664,,,,,,,
JVASP-136629,RbYF4,5.128,-3.75683,46.64,0.0,2.1035333333333335,,,,,,,
JVASP-138250,AuO,0.0,0.24172,125.53,25.06,10.512,,,,,,,
JVASP-135329,LiSnO2,0.0,-1.47408,68.01,35.53,5.352933333333333,,,,,,,
JVASP-139616,NaTaO,0.0,2.55973,0.0,0.0,4.2932,,,,,,,
JVASP-139327,LiC3,0.0,0.31856,213.2,52.38,2.7345,,,,,,,
JVASP-139066,SrMgH,0.0,0.0277,16.68,4.63,18.875966666666667,,,,,,,
JVASP-134764,MgSbF,0.0,-0.84026,54.28,0.0,26.5181,,,,,,,
JVASP-134183,LiMgBi,0.259,-0.42831,32.97,13.88,11.4195,,,,,,,
JVASP-137992,BaPbO,0.0,-1.19509,27.12,8.21,15.135366666666664,,,,,,,
JVASP-142003,Ca2AlH10BrO8,4.385,-1.70885,32.7,18.02,2.7680666666666665,,,,,,,
JVASP-136630,RbZnF,1.072,-1.42644,10.0,0.34,3.799533333333333,,,,,,,
JVASP-136917,LiCl,6.498,-1.98414,48.06,5.31,3.2584666666666666,,,,,,,
JVASP-138511,CdC2,3.814,0.92598,72.51,24.91,4.780866666666667,,,,,,,
JVASP-134184,NaLiBi,0.0,0.00676,16.84,5.87,14.5344,,,,,,,
JVASP-139067,SrMgH,0.0,0.56887,14.88,0.0,14.1952,,,,,,,
JVASP-136357,LiClO,1.183,-0.96382,18.31,9.55,2.8049999999999997,,,,,,,
JVASP-135589,AlTe2,0.0,-0.39541,0.0,0.0,12.131033333333333,,,,,,,
JVASP-136087,GeBrF,2.067,-1.34325,43.44,21.81,6.718166666666666,,,,,,,
JVASP-137166,As2Cl,0.0,-0.19251,40.98,10.17,14.093266666666667,,,,,,,
JVASP-135833,BaInCl2,0.0,-1.59154,15.97,5.8,2.6432333333333333,,,,,,,
JVASP-138811,MgFeF3,0.0,-2.26929,85.93,37.88,4.3503,,,,,,,
JVASP-139618,NaTaO3,2.31,-2.85033,201.6,125.1,5.2369,,,,,,,
JVASP-135035,H2O,3.603,-0.29802,138.94,54.83,2.8152666666666666,,,,,,,
JVASP-136631,RbZnF,2.293,-1.10196,13.39,0.0,4.250566666666667,,,,,,,
JVASP-136919,LiCl2,0.0,-1.07655,33.02,21.85,3.3547333333333333,,,,,,,
JVASP-139068,SrMgH,0.0,0.28022,10.97,2.38,5.865933333333333,,,,,,,
JVASP-137167,AsCl3,0.122,-0.26199,8.18,4.35,15.125166666666667,,,,,,,
JVASP-138252,Au2O,0.0,0.36742,123.32,14.53,10.499366666666667,,,,,,,
JVASP-135835,BaLiCl,0.0,-1.03226,2.67,0.0,12.352833333333335,,,,,,,
JVASP-138814,LiNbF,0.0,0.90465,0.0,0.0,2.876,,,,,,,
JVASP-137995,BaPbO,0.0,-0.69121,15.03,5.3,22.125333333333334,,,,,,,
JVASP-139620,NaTeO,0.0,0.03766,44.37,0.0,20.166733333333333,,,,,,,
JVASP-136091,PbBrF2,0.0,-1.40243,26.81,9.41,2.6519,,,,,,,
JVASP-136358,LiClO,1.87,-0.49401,10.61,6.47,2.1614,,,,,,,
JVASP-134185,NaLiBi,0.0,-0.32278,22.52,11.89,7.315633333333333,,,,,,,
JVASP-135331,LiSnO,0.0,-1.15866,8.07,0.0,8.354066666666666,,,,,,,
JVASP-138514,CdC2,0.0,0.79453,116.48,64.71,11.603200000000001,,,,,,,
JVASP-136920,Li2Cl,0.0,-1.20004,1.62,0.0,2.932233333333334,,,,,,,
JVASP-135837,BaLiCl,0.0,-0.79225,5.84,3.15,10.4121,,,,,,,
JVASP-137996,BaPbO3,0.0,-1.87555,104.07,65.92,7.9636,,,,,,,
JVASP-136092,RbBrF,0.0,-1.21321,18.73,0.0,2.7083,,,,,,,
JVASP-135333,SrLiO,0.0,-1.49829,11.93,4.5,3.2909333333333333,,,,,,,
JVASP-138815,LiNbF4,1.331,-2.90274,75.59,0.0,3.0814333333333335,,,,,,,
JVASP-139069,SrMgH2,0.0,-0.21128,36.34,26.53,14.402266666666668,,,,,,,
JVASP-134767,Mg2SbF,0.0,-1.27068,40.82,13.73,6.796133333333334,,,,,,,
JVASP-135593,Al2Te,0.0,0.18458,38.26,16.77,27.494600000000002,,,,,,,
JVASP-136638,BiF2,0.0,-2.11552,93.59,43.35,3.424466666666667,,,,,,,
JVASP-135838,BaLiCl,0.448,-0.77708,7.11,0.0,15.5809,,,,,,,
JVASP-137997,BaPbO2,1.211,-1.96321,83.32,42.29,8.3854,,,,,,,
JVASP-139622,NaTeO2,0.0,-1.15133,71.01,20.71,9.058,,,,,,,
JVASP-136922,Li3Cl,0.074,-0.84842,12.36,0.0,14.853533333333333,,,,,,,
JVASP-134187,LiBiO,0.0,-0.24551,57.14,0.0,34.1996,,,,,,,
JVASP-135038,HO,0.0,0.44961,0.0,0.0,1.0958666666666668,,,,,,,
JVASP-134465,CdI3,0.0,-0.2956,11.42,5.97,4.2753000000000005,,,,,,,
JVASP-134768,MgSbF3,0.0,-1.6251,57.33,4.76,2.6528,,,,,,,
JVASP-137170,GaAsO3,0.086,-0.87632,175.23,81.38,16.9919,,,,,,,
JVASP-138255,NbBiO2,0.0,-1.44454,83.72,25.61,33.4212,,,,,,,
JVASP-139338,LiMgO,0.0,-0.66105,10.92,0.91,4.5220666666666665,,,,,,,
JVASP-136095,SnBrF,0.0,-0.98327,46.96,12.65,16.54426666666667,,,,,,,
JVASP-135595,Al2Te,0.0,0.17498,43.27,17.86,38.68496666666667,,,,,,,
JVASP-135839,BaMgCl,0.0,-0.64646,9.74,6.13,5.846566666666667,,,,,,,
JVASP-137998,BaPdO,1.04,-0.11281,15.93,9.12,3.3857666666666666,,,,,,,
JVASP-137171,GaAs2,0.0,0.22288,55.31,5.07,40.71476666666666,,,,,,,
JVASP-135335,LiTaO,0.0,-1.08652,80.89,37.35,12.738199999999999,,,,,,,
JVASP-139623,NaTiO,0.0,-0.84952,23.68,10.59,15.814133333333332,,,,,,,
JVASP-136640,BiF,0.0,-1.35981,82.92,16.81,31.581599999999998,,,,,,,
JVASP-136362,Li4PCl,0.716,-1.05033,35.98,0.0,5.544833333333333,,,,,,,
JVASP-135041,H2O,4.811,-0.90023,29.09,11.89,2.3950666666666667,,,,,,,
JVASP-135596,AlTe,0.741,-0.35359,0.0,0.0,10.496666666666668,,,,,,,
JVASP-137999,BaPdO,0.0,0.51106,0.0,0.0,5.396733333333334,,,,,,,
JVASP-133966,BaSiSe2,0.768,-0.93658,32.47,12.52,16.795466666666666,,,,,,,
JVASP-136924,LiMgSb,0.0,-0.23261,31.4,5.62,30.017233333333337,,,,,,,
JVASP-138516,B2N,0.0,0.08542,155.46,75.43,7.630233333333334,,,,,,,
JVASP-139625,NaTiO,0.0,1.20436,0.0,0.0,5.217533333333333,,,,,,,
JVASP-135597,AlTe2,0.0,-0.0847,27.34,11.51,8.4065,,,,,,,
JVASP-138000,BaPdO2,0.0,-1.24164,77.32,27.33,10.2318,,,,,,,
JVASP-135841,Ba2GaO3,0.0,-2.34171,64.32,0.0,5.657633333333333,,,,,,,
JVASP-136925,LiMgSb,0.235,-0.2115,26.0,18.4,8.280933333333332,,,,,,,
JVASP-133967,BaSiSe,0.0,0.18446,16.71,6.27,12.4882,,,,,,,
JVASP-134468,CdInS,0.0,0.89242,0.0,0.0,7.052066666666666,,,,,,,
JVASP-139073,MgTcH3,0.048,-0.07916,126.23,76.16,10.7872,,,,,,,
JVASP-136364,LiSCl,0.658,-0.02315,9.61,5.35,2.7845,,,,,,,
JVASP-134192,LiBiS,0.0,0.03233,17.99,6.23,8.0057,,,,,,,
JVASP-139341,LiMgP,0.83,-0.33707,36.02,23.93,6.334533333333333,,,,,,,
